project_id,sector,implementing_agency,sanctioned_cost_cr,sanctioned_duration_months,start_date,elapsed_time_pct,fund_utilization_pct,physical_progress_pct,cost_overrun_pct,delay_months,risk_label,project_name
PRJ0569,Railways,NTPC,38.25,48,2020-10-07,99.4,88.1,74.9,24.5,16.2,Medium,NTPC Railways Phase 0569
PRJ0570,Urban Infrastructure,State PWD,53.4,48,2019-05-22,66.4,46.4,48.6,22.9,9.2,Medium,State PWD Urban Infrastructure Phase 0570
PRJ0571,Railways,CPWD,84.57,12,2020-01-08,131.8,98.3,72.4,39.6,5.6,High,CPWD Railways Phase 0571
PRJ0572,Railways,CPWD,176.26,48,2021-01-04,137.8,118.5,113.8,31.5,15.7,High,CPWD Railways Phase 0572
PRJ0573,Irrigation,NHAI,58.57,12,2019-05-26,104.0,91.0,74.6,18.8,5.1,High,NHAI Irrigation Phase 0573
PRJ0574,Railways,CPWD,29.89,48,2023-03-11,61.8,60.6,43.5,23.8,11.3,Medium,CPWD Railways Phase 0574
PRJ0575,Roads & Highways,CPWD,70.28,24,2021-06-23,58.4,51.4,36.2,14.7,5.8,Medium,CPWD Roads & Highways Phase 0575
PRJ0576,Railways,State PWD,29.68,60,2023-06-14,108.5,100.6,93.9,23.9,13.8,Medium,State PWD Railways Phase 0576
PRJ0577,Railways,CPWD,160.92,24,2023-03-28,53.4,45.1,32.9,23.6,8.9,High,CPWD Railways Phase 0577
PRJ0578,Railways,CPWD,116.15,18,2019-02-26,43.1,36.6,37.6,25.0,1.8,Medium,CPWD Railways Phase 0578
PRJ0579,Roads & Highways,Indian Railways,167.66,18,2020-06-18,30.1,29.6,30.3,14.1,0.8,Low,Indian Railways Roads & Highways Phase 0579
PRJ0580,Urban Infrastructure,NHAI,59.64,12,2019-01-29,97.8,96.2,97.8,8.2,1.3,Low,NHAI Urban Infrastructure Phase 0580
PRJ0581,Irrigation,CPWD,184.62,48,2020-11-24,76.0,46.9,37.6,25.5,18.6,High,CPWD Irrigation Phase 0581
PRJ0582,Irrigation,State PWD,47.41,12,2021-06-30,119.6,116.6,102.5,21.5,3.9,Medium,State PWD Irrigation Phase 0582
PRJ0583,Urban Infrastructure,CPWD,53.16,24,2021-06-01,123.1,114.9,96.6,23.7,6.6,Medium,CPWD Urban Infrastructure Phase 0583
PRJ0584,Roads & Highways,NTPC,5.46,18,2022-11-30,83.5,61.3,45.2,13.3,5.7,Medium,NTPC Roads & Highways Phase 0584
PRJ0585,Irrigation,CPWD,93.21,24,2020-10-03,79.2,78.1,65.0,11.7,4.1,Medium,CPWD Irrigation Phase 0585
PRJ0586,Power,Municipal Corporation,22.37,36,2019-05-18,103.0,71.6,62.4,30.6,14.0,High,Municipal Corporation Power Phase 0586
PRJ0587,Irrigation,CPWD,64.94,24,2023-01-12,105.2,70.8,69.9,30.1,7.5,High,CPWD Irrigation Phase 0587
PRJ0588,Irrigation,Indian Railways,39.3,18,2021-07-23,55.8,36.2,26.9,31.9,7.0,High,Indian Railways Irrigation Phase 0588
PRJ0589,Power,Municipal Corporation,8.34,36,2022-04-01,138.8,98.0,91.6,28.6,18.2,High,Municipal Corporation Power Phase 0589
PRJ0590,Urban Infrastructure,CPWD,107.95,18,2019-09-30,61.3,46.0,44.4,12.4,3.8,Medium,CPWD Urban Infrastructure Phase 0590
PRJ0591,Railways,Municipal Corporation,43.89,60,2022-02-21,118.2,93.0,76.8,24.8,26.6,High,Municipal Corporation Railways Phase 0591
PRJ0592,Railways,CPWD,92.51,24,2022-01-30,134.1,111.5,99.2,32.9,11.2,High,CPWD Railways Phase 0592
PRJ0593,Power,CPWD,134.04,12,2022-08-06,127.8,79.8,68.4,32.4,7.4,High,CPWD Power Phase 0593
PRJ0594,Irrigation,Indian Railways,11.93,18,2021-04-07,60.7,45.4,34.3,23.8,7.3,High,Indian Railways Irrigation Phase 0594
PRJ0595,Railways,Indian Railways,58.48,24,2019-07-18,72.8,50.7,35.8,37.4,9.1,High,Indian Railways Railways Phase 0595
PRJ0596,Power,Indian Railways,41.74,12,2019-07-01,51.9,51.9,36.4,14.9,3.3,Medium,Indian Railways Power Phase 0596
PRJ0597,Railways,Municipal Corporation,57.91,18,2022-10-13,131.9,104.7,84.8,35.8,10.0,High,Municipal Corporation Railways Phase 0597
PRJ0598,Irrigation,State PWD,172.49,24,2020-09-23,115.0,106.0,79.9,21.4,7.3,Medium,State PWD Irrigation Phase 0598
PRJ0599,Roads & Highways,State PWD,110.94,18,2020-10-22,41.6,35.4,26.3,18.7,5.2,Medium,State PWD Roads & Highways Phase 0599
PRJ0600,Urban Infrastructure,State PWD,7.05,24,2019-11-11,71.7,67.2,62.2,17.0,4.1,Medium,State PWD Urban Infrastructure Phase 0600
PRJ0601,Irrigation,CPWD,121.16,24,2021-01-17,48.6,32.8,23.1,20.4,7.8,Medium,CPWD Irrigation Phase 0601
PRJ0602,Power,Indian Railways,21.0,24,2021-09-16,98.2,84.9,84.3,17.0,4.8,Medium,Indian Railways Power Phase 0602
PRJ0603,Power,State PWD,83.77,12,2020-06-29,100.2,74.2,76.0,22.7,3.7,Medium,State PWD Power Phase 0603
PRJ0604,Railways,Municipal Corporation,24.51,36,2020-04-05,70.1,65.7,50.5,24.6,12.1,Medium,Municipal Corporation Railways Phase 0604
PRJ0605,Power,NHAI,19.91,24,2023-04-11,77.5,76.5,65.7,21.7,4.3,Medium,NHAI Power Phase 0605
PRJ0606,Irrigation,CPWD,17.59,48,2023-05-06,68.5,43.4,41.4,28.3,14.8,Medium,CPWD Irrigation Phase 0606
PRJ0607,Power,NTPC,29.68,24,2020-11-08,70.4,57.1,56.1,25.7,5.9,Medium,NTPC Power Phase 0607
PRJ0608,Urban Infrastructure,CPWD,4.75,18,2020-05-14,132.7,118.0,106.4,15.5,5.1,Medium,CPWD Urban Infrastructure Phase 0608
PRJ0609,Power,NHAI,26.92,24,2021-03-07,103.6,75.2,70.6,22.7,8.3,Medium,NHAI Power Phase 0609
PRJ0610,Roads & Highways,NTPC,94.87,24,2020-04-26,76.4,48.7,36.2,27.3,8.3,High,NTPC Roads & Highways Phase 0610
PRJ0611,Irrigation,CPWD,24.49,36,2022-02-17,118.6,110.3,110.8,20.0,8.8,Medium,CPWD Irrigation Phase 0611
PRJ0612,Railways,State PWD,24.46,60,2019-11-12,31.1,20.5,19.9,11.6,10.0,Medium,State PWD Railways Phase 0612
PRJ0613,Roads & Highways,NHAI,42.09,18,2023-03-08,129.7,105.9,97.4,19.5,6.8,Medium,NHAI Roads & Highways Phase 0613
PRJ0614,Roads & Highways,Municipal Corporation,27.09,60,2022-01-12,51.2,43.1,40.4,20.2,8.9,Medium,Municipal Corporation Roads & Highways Phase 0614
PRJ0615,Irrigation,State PWD,119.98,12,2020-03-19,80.6,68.6,61.4,35.2,1.9,Medium,State PWD Irrigation Phase 0615
PRJ0616,Railways,CPWD,157.42,12,2021-01-14,112.5,98.7,103.3,23.4,0.0,Low,CPWD Railways Phase 0616
PRJ0617,Urban Infrastructure,Indian Railways,366.91,36,2021-11-15,135.6,117.2,103.5,14.8,11.7,Medium,Indian Railways Urban Infrastructure Phase 0617
PRJ0618,Irrigation,NHAI,37.02,36,2020-01-10,52.6,35.5,26.4,26.8,11.0,Medium,NHAI Irrigation Phase 0618
PRJ0619,Roads & Highways,Indian Railways,26.61,48,2019-09-05,67.0,55.9,41.2,19.2,11.5,Medium,Indian Railways Roads & Highways Phase 0619
PRJ0620,Roads & Highways,CPWD,274.56,24,2022-07-22,133.5,127.2,112.0,20.6,7.7,Medium,CPWD Roads & Highways Phase 0620
PRJ0621,Irrigation,NHAI,169.63,18,2022-03-28,51.8,34.1,35.8,28.4,2.7,Medium,NHAI Irrigation Phase 0621
PRJ0622,Power,CPWD,472.99,36,2019-03-31,40.4,24.8,21.7,25.9,9.4,Medium,CPWD Power Phase 0622
PRJ0623,Irrigation,NTPC,122.91,60,2022-05-28,127.2,124.5,108.4,17.8,16.9,Medium,NTPC Irrigation Phase 0623
PRJ0624,Power,NTPC,90.05,18,2023-08-31,109.9,75.6,64.8,29.2,10.5,High,NTPC Power Phase 0624
PRJ0625,Railways,Municipal Corporation,17.58,24,2019-08-17,95.2,75.5,69.3,25.1,9.0,High,Municipal Corporation Railways Phase 0625
PRJ0626,Power,NHAI,53.86,18,2019-04-29,107.7,74.9,62.6,32.1,8.2,High,NHAI Power Phase 0626
PRJ0627,Roads & Highways,Indian Railways,26.7,12,2021-05-04,31.1,19.7,19.4,14.5,2.0,Medium,Indian Railways Roads & Highways Phase 0627
PRJ0628,Power,Indian Railways,60.8,60,2020-01-07,126.2,77.2,56.5,35.5,41.2,High,Indian Railways Power Phase 0628
PRJ0629,Railways,NHAI,33.48,18,2022-11-27,50.6,31.7,33.3,20.2,6.3,Medium,NHAI Railways Phase 0629
PRJ0630,Railways,NHAI,34.88,60,2023-07-26,31.0,19.5,15.4,26.3,15.5,Medium,NHAI Railways Phase 0630
PRJ0631,Railways,NTPC,77.67,24,2020-08-28,87.1,86.4,81.5,21.4,2.4,Medium,NTPC Railways Phase 0631
PRJ0632,Railways,Municipal Corporation,126.14,36,2020-07-25,83.2,59.7,47.2,32.7,14.4,High,Municipal Corporation Railways Phase 0632
PRJ0633,Roads & Highways,CPWD,10.65,36,2019-12-08,120.1,77.6,72.2,28.5,17.6,High,CPWD Roads & Highways Phase 0633
PRJ0634,Urban Infrastructure,NHAI,22.97,12,2023-05-06,38.6,34.0,34.8,7.5,0.0,Low,NHAI Urban Infrastructure Phase 0634
PRJ0635,Power,NHAI,111.09,48,2021-06-22,78.1,57.5,54.7,24.3,12.6,Medium,NHAI Power Phase 0635
PRJ0636,Roads & Highways,CPWD,21.66,18,2020-11-22,124.0,111.5,88.7,15.6,5.3,Medium,CPWD Roads & Highways Phase 0636
PRJ0637,Irrigation,NTPC,164.05,24,2020-10-20,118.8,96.1,71.2,43.4,12.0,High,NTPC Irrigation Phase 0637
PRJ0638,Urban Infrastructure,NTPC,16.67,18,2019-06-06,96.6,60.2,56.3,30.7,7.6,High,NTPC Urban Infrastructure Phase 0638
PRJ0639,Roads & Highways,State PWD,12.45,18,2021-08-02,101.7,92.7,89.8,9.5,2.4,Low,State PWD Roads & Highways Phase 0639
PRJ0640,Railways,NTPC,29.09,48,2021-09-15,132.3,129.5,93.8,39.4,19.5,High,NTPC Railways Phase 0640
PRJ0641,Irrigation,NHAI,351.96,18,2021-12-19,106.7,67.9,59.3,30.5,10.2,High,NHAI Irrigation Phase 0641
PRJ0642,Roads & Highways,Indian Railways,19.23,24,2019-12-23,78.2,59.7,50.7,18.4,10.4,High,Indian Railways Roads & Highways Phase 0642
PRJ0643,Railways,State PWD,107.04,24,2020-09-16,112.1,107.3,103.6,13.6,6.5,Medium,State PWD Railways Phase 0643
PRJ0644,Railways,NHAI,22.19,12,2020-09-14,118.8,83.0,60.0,26.5,8.3,High,NHAI Railways Phase 0644
PRJ0645,Railways,Indian Railways,558.84,18,2023-04-05,64.0,56.2,39.7,37.1,3.6,Medium,Indian Railways Railways Phase 0645
PRJ0646,Power,NTPC,13.61,12,2022-11-23,54.0,47.0,46.1,25.3,2.6,Medium,NTPC Power Phase 0646
PRJ0647,Power,NHAI,187.34,18,2021-10-25,112.0,84.2,67.8,27.2,10.2,High,NHAI Power Phase 0647
PRJ0648,Roads & Highways,Municipal Corporation,45.33,24,2022-04-05,129.4,82.7,64.6,29.4,14.6,High,Municipal Corporation Roads & Highways Phase 0648
PRJ0649,Power,NHAI,92.14,18,2021-04-23,95.0,90.7,91.7,13.7,4.5,Medium,NHAI Power Phase 0649
PRJ0650,Irrigation,State PWD,81.72,60,2022-12-24,80.6,55.5,57.0,18.6,17.3,Medium,State PWD Irrigation Phase 0650
PRJ0651,Urban Infrastructure,State PWD,179.94,24,2023-11-26,104.7,65.9,69.1,23.6,6.1,Medium,State PWD Urban Infrastructure Phase 0651
PRJ0652,Roads & Highways,Municipal Corporation,25.35,24,2023-02-15,93.0,92.9,74.4,9.3,4.2,Medium,Municipal Corporation Roads & Highways Phase 0652
PRJ0653,Irrigation,Indian Railways,37.27,12,2023-04-16,100.0,66.6,56.6,31.4,7.0,High,Indian Railways Irrigation Phase 0653
PRJ0654,Irrigation,Indian Railways,20.33,24,2019-09-06,76.9,63.1,57.4,17.9,4.1,Medium,Indian Railways Irrigation Phase 0654
PRJ0655,Roads & Highways,Indian Railways,85.52,24,2023-01-26,63.4,48.1,39.0,17.6,3.3,Medium,Indian Railways Roads & Highways Phase 0655
PRJ0656,Irrigation,NTPC,40.35,12,2019-06-27,93.8,79.8,66.1,31.0,4.3,High,NTPC Irrigation Phase 0656
PRJ0657,Roads & Highways,NHAI,7.22,18,2022-10-25,35.7,21.6,21.2,7.7,1.5,Low,NHAI Roads & Highways Phase 0657
PRJ0658,Urban Infrastructure,Municipal Corporation,50.67,60,2023-03-28,108.1,85.7,75.6,22.2,19.0,Medium,Municipal Corporation Urban Infrastructure Phase 0658
PRJ0659,Railways,Indian Railways,126.26,24,2020-08-04,132.9,99.0,82.8,30.8,13.1,High,Indian Railways Railways Phase 0659
PRJ0660,Power,Municipal Corporation,24.81,24,2021-11-30,109.1,98.0,86.2,26.0,6.2,Medium,Municipal Corporation Power Phase 0660
PRJ0661,Urban Infrastructure,State PWD,25.3,18,2023-08-04,129.9,118.6,83.8,22.8,9.5,High,State PWD Urban Infrastructure Phase 0661
PRJ0662,Roads & Highways,NTPC,10.76,36,2019-05-10,130.0,127.8,92.9,8.0,13.2,Medium,NTPC Roads & Highways Phase 0662
PRJ0663,Irrigation,NHAI,76.41,60,2021-06-24,39.1,33.2,27.2,14.2,12.1,Medium,NHAI Irrigation Phase 0663
PRJ0664,Railways,CPWD,186.87,18,2022-10-15,59.2,53.7,41.5,24.3,1.9,Medium,CPWD Railways Phase 0664
PRJ0665,Railways,NTPC,51.02,36,2021-07-08,82.5,77.0,74.3,27.2,5.4,Medium,NTPC Railways Phase 0665
PRJ0666,Railways,Indian Railways,52.08,18,2021-01-29,55.3,37.6,26.8,19.6,7.6,High,Indian Railways Railways Phase 0666
PRJ0667,Roads & Highways,Municipal Corporation,86.52,24,2021-01-18,137.6,93.6,72.6,27.8,12.5,High,Municipal Corporation Roads & Highways Phase 0667
PRJ0668,Urban Infrastructure,NTPC,30.11,24,2019-06-27,119.3,112.9,85.9,29.0,9.1,High,NTPC Urban Infrastructure Phase 0668
PRJ0669,Urban Infrastructure,Municipal Corporation,160.79,48,2022-03-23,86.3,57.2,41.1,19.7,19.8,High,Municipal Corporation Urban Infrastructure Phase 0669
PRJ0670,Urban Infrastructure,State PWD,50.31,24,2022-09-24,63.6,53.3,47.3,18.3,4.3,Medium,State PWD Urban Infrastructure Phase 0670
PRJ0671,Irrigation,CPWD,45.29,24,2019-01-13,120.1,89.4,79.5,35.3,12.3,High,CPWD Irrigation Phase 0671
PRJ0672,Power,NHAI,170.68,24,2020-12-20,134.9,115.6,93.0,35.9,8.8,High,NHAI Power Phase 0672
PRJ0673,Urban Infrastructure,Indian Railways,27.42,24,2021-09-10,78.0,70.1,69.4,13.4,3.6,Medium,Indian Railways Urban Infrastructure Phase 0673
PRJ0674,Roads & Highways,CPWD,11.94,18,2021-04-30,126.5,77.9,76.5,25.7,7.7,High,CPWD Roads & Highways Phase 0674
PRJ0675,Irrigation,NHAI,42.53,60,2021-11-09,103.4,99.7,81.9,21.5,16.4,Medium,NHAI Irrigation Phase 0675
PRJ0676,Power,NTPC,61.67,48,2022-10-12,68.6,51.5,45.6,18.6,12.7,Medium,NTPC Power Phase 0676
PRJ0677,Railways,NHAI,21.29,24,2023-04-08,56.5,35.7,29.4,22.1,8.7,Medium,NHAI Railways Phase 0677
PRJ0678,Roads & Highways,Indian Railways,323.76,60,2022-11-27,96.4,76.9,54.9,24.7,23.5,High,Indian Railways Roads & Highways Phase 0678
PRJ0679,Urban Infrastructure,NTPC,14.07,24,2021-11-22,79.0,73.8,58.5,20.2,8.2,Medium,NTPC Urban Infrastructure Phase 0679
PRJ0680,Urban Infrastructure,NHAI,4.28,36,2020-12-11,101.1,66.7,68.5,25.5,10.8,Medium,NHAI Urban Infrastructure Phase 0680
PRJ0681,Roads & Highways,CPWD,50.91,48,2021-08-07,132.3,105.0,91.5,12.0,18.7,Medium,CPWD Roads & Highways Phase 0681
PRJ0682,Roads & Highways,Indian Railways,40.85,60,2023-08-25,87.2,76.0,73.9,13.5,8.3,Medium,Indian Railways Roads & Highways Phase 0682
PRJ0683,Power,Indian Railways,63.78,24,2019-01-25,32.1,31.8,24.7,17.7,3.7,Medium,Indian Railways Power Phase 0683
PRJ0684,Urban Infrastructure,State PWD,56.14,24,2022-03-12,32.0,27.6,25.3,10.0,2.6,Low,State PWD Urban Infrastructure Phase 0684
PRJ0685,Urban Infrastructure,NHAI,69.89,12,2020-10-04,95.2,88.9,63.6,21.8,4.5,Medium,NHAI Urban Infrastructure Phase 0685
PRJ0686,Urban Infrastructure,State PWD,40.27,60,2023-11-29,51.0,37.0,32.2,17.3,16.3,Medium,State PWD Urban Infrastructure Phase 0686
PRJ0687,Irrigation,Municipal Corporation,86.54,24,2019-12-11,86.9,83.7,82.1,20.0,3.9,Medium,Municipal Corporation Irrigation Phase 0687
PRJ0688,Urban Infrastructure,State PWD,34.61,12,2021-08-19,126.7,96.8,84.1,20.5,4.4,Medium,State PWD Urban Infrastructure Phase 0688
PRJ0689,Railways,NTPC,77.56,24,2021-08-06,114.0,68.7,70.1,31.5,12.7,High,NTPC Railways Phase 0689
PRJ0690,Power,NHAI,123.48,24,2021-10-25,35.1,29.8,27.4,19.5,5.5,Medium,NHAI Power Phase 0690
PRJ0691,Irrigation,NHAI,172.71,18,2020-05-19,120.3,100.3,88.0,21.0,8.4,High,NHAI Irrigation Phase 0691
PRJ0692,Roads & Highways,State PWD,20.25,36,2019-05-07,125.1,100.1,85.4,26.1,15.5,High,State PWD Roads & Highways Phase 0692
PRJ0693,Power,CPWD,22.24,60,2023-01-12,68.1,62.9,51.8,24.2,13.2,Medium,CPWD Power Phase 0693
PRJ0694,Urban Infrastructure,Indian Railways,525.5,18,2023-11-02,44.8,32.5,28.3,11.8,0.7,Low,Indian Railways Urban Infrastructure Phase 0694
PRJ0695,Railways,NHAI,33.79,60,2019-07-23,113.3,102.3,100.6,18.7,13.2,Medium,NHAI Railways Phase 0695
PRJ0696,Irrigation,NTPC,98.13,24,2020-04-22,110.8,94.6,95.2,21.4,2.9,Medium,NTPC Irrigation Phase 0696
PRJ0697,Power,Municipal Corporation,43.29,18,2020-04-25,86.0,56.7,51.8,31.5,9.4,High,Municipal Corporation Power Phase 0697
PRJ0698,Urban Infrastructure,NTPC,97.16,24,2023-10-19,78.3,63.9,66.4,18.0,3.3,Medium,NTPC Urban Infrastructure Phase 0698
PRJ0699,Railways,Municipal Corporation,6.82,24,2019-05-12,114.1,81.5,82.3,30.3,7.7,High,Municipal Corporation Railways Phase 0699
PRJ0700,Railways,NHAI,36.66,24,2023-01-14,129.6,84.0,74.4,36.8,14.2,High,NHAI Railways Phase 0700
PRJ0701,Railways,NHAI,81.28,60,2020-04-22,129.4,94.3,84.2,32.5,28.6,High,NHAI Railways Phase 0701
PRJ0702,Power,NTPC,362.99,18,2022-04-20,30.0,27.7,20.2,22.5,1.5,Medium,NTPC Power Phase 0702
PRJ0703,Railways,State PWD,68.74,24,2022-10-06,139.2,120.2,86.3,29.8,15.1,High,State PWD Railways Phase 0703
PRJ0704,Roads & Highways,NHAI,61.64,60,2023-09-06,91.0,67.0,69.5,11.0,13.8,Medium,NHAI Roads & Highways Phase 0704
PRJ0705,Roads & Highways,Indian Railways,4.5,36,2019-08-21,77.3,54.9,55.5,12.5,7.5,Medium,Indian Railways Roads & Highways Phase 0705
PRJ0706,Urban Infrastructure,NHAI,139.56,12,2023-10-07,87.9,63.4,52.4,22.2,3.8,Medium,NHAI Urban Infrastructure Phase 0706
PRJ0707,Roads & Highways,NHAI,68.41,24,2022-06-19,37.5,25.4,19.7,5.7,3.6,Low,NHAI Roads & Highways Phase 0707
PRJ0708,Roads & Highways,NTPC,105.78,60,2021-07-22,68.8,47.7,34.2,23.0,18.0,Medium,NTPC Roads & Highways Phase 0708
PRJ0709,Power,Municipal Corporation,316.8,24,2021-07-11,59.5,46.5,40.2,21.9,6.7,Medium,Municipal Corporation Power Phase 0709
PRJ0710,Irrigation,CPWD,63.65,12,2021-06-12,89.9,60.0,58.0,26.7,4.1,High,CPWD Irrigation Phase 0710
PRJ0711,Urban Infrastructure,NHAI,15.59,18,2022-08-10,47.0,44.2,38.9,20.3,2.9,Medium,NHAI Urban Infrastructure Phase 0711
PRJ0712,Railways,Municipal Corporation,26.87,18,2021-01-30,62.8,44.3,33.5,19.3,5.4,Medium,Municipal Corporation Railways Phase 0712
PRJ0713,Roads & Highways,NTPC,13.81,60,2021-10-07,105.6,77.1,56.5,19.2,29.7,High,NTPC Roads & Highways Phase 0713
PRJ0714,Irrigation,CPWD,19.28,24,2021-10-04,111.3,102.9,76.7,29.7,7.1,Medium,CPWD Irrigation Phase 0714
PRJ0715,Urban Infrastructure,CPWD,8.25,18,2022-04-20,136.8,91.7,83.3,17.5,6.7,Medium,CPWD Urban Infrastructure Phase 0715
PRJ0716,Urban Infrastructure,NHAI,5.28,48,2021-05-23,89.8,64.8,49.5,21.4,18.1,Medium,NHAI Urban Infrastructure Phase 0716
PRJ0717,Irrigation,Municipal Corporation,11.94,24,2020-10-23,41.1,29.7,27.7,10.6,3.4,Medium,Municipal Corporation Irrigation Phase 0717
PRJ0718,Power,State PWD,157.06,24,2023-01-11,122.7,99.2,99.3,24.5,7.3,Medium,State PWD Power Phase 0718
PRJ0719,Roads & Highways,CPWD,102.55,36,2019-10-30,121.7,82.5,83.5,21.9,15.9,High,CPWD Roads & Highways Phase 0719
PRJ0720,Power,NHAI,33.0,12,2020-06-07,138.2,130.0,105.6,21.5,4.6,Medium,NHAI Power Phase 0720
PRJ0721,Urban Infrastructure,NHAI,183.23,36,2022-01-10,66.8,61.9,44.2,17.4,9.1,Medium,NHAI Urban Infrastructure Phase 0721
PRJ0722,Roads & Highways,State PWD,181.45,48,2019-09-10,89.9,54.2,39.7,24.3,21.9,High,State PWD Roads & Highways Phase 0722
PRJ0723,Power,State PWD,343.26,24,2023-09-27,95.9,88.5,65.4,25.0,5.9,Medium,State PWD Power Phase 0723
PRJ0724,Urban Infrastructure,Indian Railways,17.39,18,2021-12-22,85.4,80.9,83.6,11.7,0.0,Low,Indian Railways Urban Infrastructure Phase 0724
PRJ0725,Irrigation,NHAI,143.52,18,2022-05-11,57.9,55.2,49.5,17.6,2.4,Medium,NHAI Irrigation Phase 0725
PRJ0726,Irrigation,Indian Railways,27.1,36,2023-01-17,61.4,42.7,41.7,20.7,8.9,Medium,Indian Railways Irrigation Phase 0726
PRJ0727,Roads & Highways,Indian Railways,344.05,24,2022-01-07,94.4,77.3,71.4,22.8,5.2,Medium,Indian Railways Roads & Highways Phase 0727
PRJ0728,Power,NHAI,43.69,18,2021-06-19,122.4,107.8,105.2,14.7,1.8,Medium,NHAI Power Phase 0728
PRJ0729,Roads & Highways,NHAI,63.45,18,2019-03-26,115.7,81.1,80.4,18.2,6.5,Medium,NHAI Roads & Highways Phase 0729
PRJ0730,Railways,Municipal Corporation,62.14,48,2021-08-13,58.1,50.5,45.0,24.6,8.9,Medium,Municipal Corporation Railways Phase 0730
PRJ0731,Power,State PWD,79.18,24,2023-05-29,131.2,81.6,80.6,26.3,12.1,High,State PWD Power Phase 0731
PRJ0732,Urban Infrastructure,CPWD,36.01,36,2020-06-20,75.3,51.9,53.3,27.8,8.5,Medium,CPWD Urban Infrastructure Phase 0732
PRJ0733,Roads & Highways,NTPC,60.56,36,2021-01-21,110.4,89.3,64.8,15.4,15.8,Medium,NTPC Roads & Highways Phase 0733
PRJ0734,Power,Indian Railways,35.4,60,2023-05-16,119.1,89.3,69.8,23.6,31.6,High,Indian Railways Power Phase 0734
PRJ0735,Power,Indian Railways,26.02,60,2023-02-22,123.2,112.0,112.9,23.3,11.9,Medium,Indian Railways Power Phase 0735
PRJ0736,Irrigation,NHAI,217.32,48,2021-05-01,34.3,29.3,21.1,26.5,8.9,Medium,NHAI Irrigation Phase 0736
PRJ0737,Urban Infrastructure,NHAI,21.32,36,2020-11-02,46.0,35.1,25.9,21.9,7.5,Medium,NHAI Urban Infrastructure Phase 0737
PRJ0738,Railways,CPWD,60.17,60,2022-04-16,34.8,25.4,23.4,12.2,12.2,Medium,CPWD Railways Phase 0738
PRJ0739,Railways,State PWD,94.89,24,2019-12-27,65.2,54.5,39.5,21.8,8.8,Medium,State PWD Railways Phase 0739
PRJ0740,Roads & Highways,Municipal Corporation,121.65,36,2022-04-19,82.5,70.7,50.4,24.9,12.1,Medium,Municipal Corporation Roads & Highways Phase 0740
PRJ0741,Roads & Highways,CPWD,12.43,36,2022-06-01,125.8,92.7,89.9,12.9,13.9,Medium,CPWD Roads & Highways Phase 0741
PRJ0742,Power,Indian Railways,65.08,24,2021-11-06,112.4,110.8,80.4,35.9,9.6,High,Indian Railways Power Phase 0742
PRJ0743,Power,State PWD,7.76,18,2022-01-22,109.1,90.3,86.6,20.8,3.6,Medium,State PWD Power Phase 0743
PRJ0744,Power,NTPC,69.82,48,2023-06-04,59.1,52.3,38.4,21.9,12.2,Medium,NTPC Power Phase 0744
PRJ0745,Urban Infrastructure,Municipal Corporation,37.0,12,2020-08-11,78.1,55.6,50.2,17.6,2.3,Medium,Municipal Corporation Urban Infrastructure Phase 0745
PRJ0746,Irrigation,State PWD,87.89,12,2021-01-03,49.5,31.9,28.6,31.4,2.4,Medium,State PWD Irrigation Phase 0746
PRJ0747,Power,NTPC,31.46,60,2020-11-24,67.6,64.2,57.6,20.5,13.7,Medium,NTPC Power Phase 0747
PRJ0748,Urban Infrastructure,State PWD,62.87,12,2022-12-21,138.9,104.3,89.2,30.3,5.3,High,State PWD Urban Infrastructure Phase 0748
PRJ0749,Urban Infrastructure,CPWD,134.91,18,2023-05-07,128.1,86.9,79.5,20.7,8.0,High,CPWD Urban Infrastructure Phase 0749
PRJ0750,Urban Infrastructure,State PWD,23.35,36,2022-01-29,61.1,45.9,33.8,17.5,13.1,Medium,State PWD Urban Infrastructure Phase 0750
PRJ0751,Irrigation,CPWD,22.59,18,2019-02-16,67.5,62.2,63.1,11.8,0.0,Low,CPWD Irrigation Phase 0751
PRJ0752,Urban Infrastructure,NHAI,195.5,36,2020-05-31,62.3,47.3,47.3,27.8,6.9,Medium,NHAI Urban Infrastructure Phase 0752
PRJ0753,Power,NTPC,112.44,18,2019-09-22,124.1,108.3,82.9,28.3,9.1,High,NTPC Power Phase 0753
PRJ0754,Irrigation,NHAI,26.98,36,2020-07-27,71.9,71.7,56.4,26.5,8.5,Medium,NHAI Irrigation Phase 0754
PRJ0755,Railways,NHAI,396.23,24,2021-04-07,69.9,58.3,53.6,23.4,5.3,Medium,NHAI Railways Phase 0755
PRJ0756,Railways,NHAI,68.3,24,2022-07-11,91.2,85.9,88.1,18.8,1.7,Medium,NHAI Railways Phase 0756
PRJ0757,Urban Infrastructure,NHAI,18.48,48,2019-03-06,88.1,76.2,58.9,16.4,10.9,Medium,NHAI Urban Infrastructure Phase 0757
PRJ0758,Power,Indian Railways,22.61,36,2019-08-26,104.8,98.2,76.6,16.1,13.0,Medium,Indian Railways Power Phase 0758
PRJ0759,Urban Infrastructure,NTPC,2.76,24,2020-02-21,45.0,30.5,22.0,15.1,3.9,Medium,NTPC Urban Infrastructure Phase 0759
PRJ0760,Urban Infrastructure,Indian Railways,168.13,24,2023-11-07,62.8,52.7,51.2,12.2,5.6,Medium,Indian Railways Urban Infrastructure Phase 0760
