project_id,sector,implementing_agency,sanctioned_cost_cr,sanctioned_duration_months,start_date,elapsed_time_pct,fund_utilization_pct,physical_progress_pct,cost_overrun_pct,delay_months,risk_label
PRJ0748,Urban Infrastructure,State PWD,62.87,12,2022-12-21,1.389,1.043,0.892,0.303,5.3,High
PRJ0749,Urban Infrastructure,CPWD,134.91,18,2023-05-07,1.281,0.869,0.795,0.207,8.0,High
PRJ0750,Urban Infrastructure,State PWD,23.35,36,2022-01-29,0.611,0.459,0.338,0.175,13.1,Medium
PRJ0751,Irrigation,CPWD,22.59,18,2019-02-16,0.675,0.622,0.631,0.118,0.0,Low
PRJ0752,Urban Infrastructure,NHAI,195.5,36,2020-05-31,0.623,0.473,0.473,0.278,6.9,Medium
PRJ0753,Power,NTPC,112.44,18,2019-09-22,1.241,1.083,0.829,0.283,9.1,High
PRJ0754,Irrigation,NHAI,26.98,36,2020-07-27,0.719,0.717,0.564,0.265,8.5,Medium
PRJ0755,Railways,NHAI,396.23,24,2021-04-07,0.699,0.583,0.536,0.234,5.3,Medium
PRJ0756,Railways,NHAI,68.3,24,2022-07-11,0.912,0.859,0.881,0.188,1.7,Medium
PRJ0757,Urban Infrastructure,NHAI,18.48,48,2019-03-06,0.881,0.762,0.589,0.164,10.9,Medium
PRJ0758,Power,Indian Railways,22.61,36,2019-08-26,1.048,0.982,0.766,0.161,13.0,Medium
PRJ0759,Urban Infrastructure,NTPC,2.76,24,2020-02-21,0.45,0.305,0.22,0.151,3.9,Medium
PRJ0760,Urban Infrastructure,Indian Railways,168.13,24,2023-11-07,0.628,0.527,0.512,0.122,5.6,Medium
PRJ0761,Roads & Highways,Indian Railways,10.85,24,2021-01-18,1.121,0.715,0.629,0.188,10.4,High
PRJ0762,Power,NTPC,1256.21,60,2021-05-17,0.928,0.864,0.688,0.371,17.2,High
PRJ0763,Power,Municipal Corporation,10.67,24,2020-08-07,1.16,1.048,0.909,0.126,7.2,Medium
PRJ0764,Roads & Highways,Municipal Corporation,43.33,24,2023-05-05,0.754,0.615,0.441,0.129,7.9,Medium
PRJ0765,Power,State PWD,381.35,36,2019-11-18,0.388,0.378,0.299,0.195,5.4,Medium
PRJ0766,Urban Infrastructure,State PWD,94.4,18,2023-10-26,0.341,0.265,0.196,0.253,4.6,Medium
PRJ0767,Roads & Highways,NHAI,108.86,18,2019-11-05,0.387,0.339,0.331,0.171,3.0,Medium
PRJ0768,Urban Infrastructure,State PWD,23.29,18,2023-11-03,1.288,0.839,0.595,0.322,13.6,High
PRJ0769,Power,Indian Railways,44.13,18,2019-02-04,0.339,0.328,0.27,0.17,2.5,Medium
PRJ0770,Irrigation,CPWD,51.55,18,2020-01-15,1.057,0.727,0.621,0.313,9.3,High
PRJ0771,Power,State PWD,95.21,36,2020-02-16,0.601,0.437,0.323,0.26,10.5,Medium
PRJ0772,Urban Infrastructure,NHAI,25.85,36,2022-08-16,0.634,0.468,0.49,0.131,5.4,Medium
PRJ0773,Urban Infrastructure,Municipal Corporation,140.79,12,2023-02-19,0.793,0.678,0.527,0.141,5.0,Medium
PRJ0774,Railways,CPWD,120.06,36,2021-04-01,1.284,1.026,1.02,0.25,14.1,High
PRJ0775,Urban Infrastructure,NTPC,203.48,18,2021-08-01,1.187,0.88,0.814,0.217,6.0,Medium
PRJ0776,Irrigation,CPWD,39.75,36,2020-04-29,1.193,0.97,0.697,0.326,18.2,High
PRJ0777,Railways,NTPC,19.72,36,2019-02-26,1.257,0.824,0.614,0.339,24.5,High
PRJ0778,Roads & Highways,NTPC,108.45,18,2020-02-27,0.829,0.68,0.627,0.152,3.4,Medium
PRJ0779,Roads & Highways,NHAI,26.26,12,2022-07-11,0.376,0.275,0.22,0.087,4.7,Medium
PRJ0780,Railways,Indian Railways,85.0,24,2020-07-18,0.456,0.313,0.23,0.309,9.3,High
PRJ0781,Roads & Highways,CPWD,45.2,24,2023-10-23,0.886,0.852,0.621,0.21,6.0,Medium
PRJ0782,Roads & Highways,Municipal Corporation,12.54,48,2023-11-14,0.728,0.45,0.442,0.091,14.3,Medium
PRJ0783,Railways,Municipal Corporation,137.93,24,2020-07-03,1.371,1.186,1.0,0.338,11.6,High
PRJ0784,Urban Infrastructure,NTPC,19.75,18,2021-08-11,0.619,0.527,0.391,0.096,5.9,Medium
PRJ0785,Irrigation,NTPC,122.9,36,2023-10-14,0.711,0.62,0.448,0.215,12.3,Medium
PRJ0786,Power,Indian Railways,49.0,48,2021-01-17,0.743,0.457,0.408,0.212,18.4,Medium
PRJ0787,Power,NTPC,15.63,24,2023-01-22,0.413,0.404,0.395,0.117,3.7,Medium
PRJ0788,Urban Infrastructure,CPWD,21.19,24,2022-11-10,1.359,0.884,0.749,0.14,12.9,High
PRJ0789,Power,CPWD,12.43,48,2022-12-15,0.835,0.601,0.555,0.209,14.3,Medium
PRJ0790,Power,NTPC,23.1,12,2019-06-20,0.307,0.203,0.147,0.173,1.9,Medium
PRJ0791,Irrigation,State PWD,4.58,48,2020-12-11,0.669,0.457,0.38,0.25,18.2,High
PRJ0792,Irrigation,NTPC,14.92,36,2019-01-06,1.324,0.853,0.718,0.297,23.7,High
PRJ0793,Roads & Highways,NHAI,21.44,18,2022-10-01,0.317,0.261,0.218,0.085,6.7,Medium
PRJ0794,Railways,Municipal Corporation,75.8,36,2023-07-30,1.185,0.788,0.62,0.286,20.1,High
PRJ0795,Roads & Highways,Indian Railways,74.3,18,2019-07-19,0.787,0.552,0.562,0.053,6.1,Medium
PRJ0796,Irrigation,NTPC,141.86,18,2021-11-29,1.305,1.199,1.2,0.151,6.2,Medium
PRJ0797,Railways,NHAI,57.64,36,2019-06-04,0.502,0.453,0.321,0.247,7.9,Medium
PRJ0798,Roads & Highways,Municipal Corporation,261.67,18,2019-07-14,0.377,0.315,0.278,0.16,5.0,Medium
PRJ0799,Roads & Highways,NHAI,14.87,18,2019-02-15,1.095,1.012,0.991,0.129,3.6,Medium
PRJ0800,Irrigation,Indian Railways,76.03,24,2022-11-13,0.403,0.325,0.323,0.146,5.2,Medium
